"lgu","province","year","unliquidated"
"Bombon","Camarines Sur",2012,0
"Bombon","Camarines Sur",2013,210777.67
"Bombon","Camarines Sur",2019,1.73
"Bongabon","Nueva Ecija",2010,17591623.5
"Bongabon","Nueva Ecija",2011,188360
"Bongabon","Nueva Ecija",2019,2554710
"Bongabong","Oriental Mindoro",2012,316432.6
"Bongabong","Oriental Mindoro",2018,2715858.34
"Bongabong","Oriental Mindoro",2020,989653.49
"Bonifacio","Misamis Occidental",2010,1155499.96
"Bonifacio","Misamis Occidental",2014,0
"Bonifacio","Misamis Occidental",2018,204333
"Bontoc","Southern Leyte",2012,1632144.74
"Bontoc","Southern Leyte",2015,567131.92
"Bontoc","Southern Leyte",2016,518226.14
"Bontoc","Southern Leyte",2018,136112.44
"Bontoc","Southern Leyte",2019,136519
"Borongan  City","Eastern Samar",2019,24048498.38
"Borongan  City","Eastern Samar",2013,0
"Borongan  City","Eastern Samar",2014,2094574.62
"Borongan  City","Eastern Samar",2015,3106446.62
"Borongan  City","Eastern Samar",2016,23553550.58
"Borongan  City","Eastern Samar",2017,6356027.36
"Borongan City","Eastern Samar",2012,2756801.18
"Boston","Davao Oriental",2010,4894034.46
"Boston","Davao Oriental",2011,0
"Boston","Davao Oriental",2012,8427645.75
"Boston","Davao Oriental",2013,0
"Boston","Davao Oriental",2014,22691890.02
"Boston","Davao Oriental",2015,8962351.88
"Boston","Davao Oriental",2016,22305633.07
"Boston","Davao Oriental",2018,74624254.3
"Boston","Davao Oriental",2019,6630370.77
"Boston","Davao Oriental",2020,8642244.54
"Botolan","Zambales",2010,4372504.82
"Botolan","Zambales",2012,0
"Brooke","Palawan",2010,0
"Brookes Point","Palawan",2015,35717745.6
"Brookes Point","Palawan",2016,11862124.19
"Brookes Point","Palawan",2018,15079328.78
"Bucay","Abra",2010,1022635.13
"Bucay","Abra",2016,658865
"Bucay","Abra",2017,1930000
"Bucloc","Abra",2011,0
"Bucloc","Abra",2014,0
"Bucloc","Abra",2015,5687570.17
"Bucloc","Abra",2016,4620628.74
"Buenavista","Agusan del Norte",2010,0
"Buenavista","Agusan del Norte",2012,1167960.39
"Buenavista","Agusan del Norte",2015,10363910.67
"Buenavista","Agusan del Norte",2016,10896413.08
"Buenavista","Agusan del Norte",2017,9762305.41
"Buenavista","Agusan del Norte",2018,6611651.99
"Buenavista","Bohol",2010,681386.04
"Buenavista","Bohol",2011,965209.58
"Buenavista","Guimaras",2010,1646965.1
"Buenavista","Guimaras",2011,1321445.32
"Buenavista","Guimaras",2013,3267750.84
"Buenavista","Guimaras",2014,506958.12
"Buenavista","Guimaras",2015,15549304
"Buenavista","Guimaras",2016,41631079.61
"Buenavista","Guimaras",2017,3858561.24
"Buenavista","Guimaras",2018,2292937.68
"Buenavista","Marinduque",2010,3331268.3
"Buenavista","Marinduque",2011,1116483.34
"Buenavista","Marinduque",2012,0
"Buenavista","Marinduque",2013,906914.32
"Buenavista","Marinduque",2014,5365593.23
"Buenavista","Marinduque",2015,7450673.15
"Buenavista","Marinduque",2017,1136790.02
"Buenavista","Marinduque",2018,97494576.28
"Buenavista","Marinduque",2019,1682226.46
"Buenavista","Quezon",2010,109792
"Buenavista","Quezon",2018,0
"Buenavista",NA,2019,2495920.04
"Bugallon","Pangasinan",2012,503181.57
"Bugallon","Pangasinan",2013,321871.97
"Bugallon","Pangasinan",2014,683244.37
"Bugallon","Pangasinan",2015,855085.46
"Bugallon","Pangasinan",2016,1168570.3
"Bugallon","Pangasinan",2017,3550948.3
"Bugasong","Antique",2012,2041994.32
"Bugasong","Antique",2014,551031.1
"Bugasong","Antique",2015,541000
"Bugasong","Antique",2018,374371.47
"Buguey","Cagayan",2010,3668303.13
"Buguey","Cagayan",2011,3799966.56
"Buguey","Cagayan",2012,4364972
"Buguey","Cagayan",2013,5834769.18
"Buguey","Cagayan",2014,102375511.87
"Buguey","Cagayan",2015,3143272.94
"Buguey","Cagayan",2016,2969170.3
"Buguey","Cagayan",2017,0
"Buguey","Cagayan",2018,20148244.42
"Buguey","Cagayan",2019,10005440.52
"Buguias","Benguet",2010,1168204.49
"Buguias","Benguet",2017,0
"Buhi","Camarines Sur",2011,2459244.03
"Buhi","Camarines Sur",2012,3688019.27
"Buhi","Camarines Sur",2013,0
"Bula","Camarines Sur",2012,151489.99
"Bula","Camarines Sur",2013,687801.95
"Bula","Camarines Sur",2018,37.08
"Bulakan","Bulacan",2016,267840.2
"Bulakan","Bulacan",2017,349920.6
"Bulalacao","Oriental Mindoro",2017,89371.5
"Bulan","Sorsogon",2010,101.82
"Bulan","Sorsogon",2011,14.45
"Bulan","Sorsogon",2012,0
"Bulan","Sorsogon",2013,18730176.64
"Bulan","Sorsogon",2020,62.93
"Bulusan","Sorsogon",2011,3281998.04
"Bulusan","Sorsogon",2018,0.65
"Bumbaran","Lanao del Sur",2015,7741732.36
"Bunawan","Agusan del Sur",2012,0
"Bunawan","Agusan del Sur",2013,0
"Bunawan","Agusan del Sur",2014,0
"Bunawan","Agusan del Sur",2015,0
"Burauen","Leyte",2010,1630709.63
"Burauen","Leyte",2011,1976751.27
"Burauen","Leyte",2012,1690854.3
"Burauen","Leyte",2013,1684993.5
"Burauen","Leyte",2018,879972.6
"Burdeos","Quezon",2013,23080
"Burdeos","Quezon",2014,39090
"Burgos","Ilocos Norte",2011,10830326.41
"Burgos","Ilocos Norte",2013,188942.94
"Burgos","Ilocos Sur",2012,659089
"Burgos","Isabela",2014,290460
"Burgos","Isabela",2016,1653074.8
"Burgos","Isabela",2017,0
"Burgos","Surigao del Norte",2018,0
"Burgos",NA,2019,115384.5
"Buruanga","Aklan",2010,190311.52
"Buruanga","Aklan",2013,18545.09
"Bustos","Bulacan",2016,223600
"Busuanga","Palawan",2010,0
"Busuanga","Palawan",2011,0
"Busuanga","Palawan",2012,0
"Busuanga","Palawan",2013,607822.24
"Busuanga","Palawan",2016,4651988.64
"Busuanga","Palawan",2017,10926301.36
"Busuanga","Palawan",2018,22017477.04
"Busuanga","Palawan",2019,0
"Busuanga","Palawan",2020,18746296.91
"Butig","Lanao del Sur",2010,12758200
"Butuan  City","Agusan del Norte",2016,0
"Butuan  City","Agusan del Norte",2017,0
"Butuan  City","Agusan del Norte",2018,0
"Butuan  City","Agusan del Norte",2010,26955569.3
"Buug","Zamboanga Sibugay",2019,0
"Pres. Carlos P. Garcia","Bohol",2010,23137239.21
"Pres. Carlos P. Garcia","Bohol",2012,0
"Caba","La Union",2015,289642.28
"Caba","La Union",2011,897126.3
"Caba","La Union",2013,472534.17
"Caba","La Union",2014,209649.05
"Cabadbaran  City","Agusan del Norte",2020,48115485.49
"Cabadbaran  City","Agusan del Norte",2012,14633005.08
"Cabadbaran  City","Agusan del Norte",2017,34269122.53
"Cabagan","Isabela",2011,108600
"Cabagan","Isabela",2014,114205.93
"Cabanatuan  City","Nueva Ecija",2012,0
"Cabanatuan  City","Nueva Ecija",2013,0
"Cabanatuan  City","Nueva Ecija",2014,0
"Cabanatuan  City","Nueva Ecija",2015,0
"Cabanatuan  City","Nueva Ecija",2016,0
"Cabanatuan  City","Nueva Ecija",2018,18080532.96
"Cabanatuan  City","Nueva Ecija",2019,8879373.13
"Cabanatuan  City","Nueva Ecija",2011,0
"Cabangan","Zambales",2017,6711500
"Cabanglasan","Bukidnon",2017,10422602.23
"Cabanglasan","Bukidnon",2019,24720641.03
"Cabarroguis","Quirino",2010,4802398.97
"Cabarroguis","Quirino",2012,0
"Cabarroguis","Quirino",2013,0
"Cabarroguis","Quirino",2014,0
"Cabarroguis","Quirino",2015,0
"Cabarroguis","Quirino",2016,0
"Cabarroguis","Quirino",2018,3691254.38
"Cabarroguis","Quirino",2019,0
"Cabatuan","Iloilo",2013,60098.06
"Cabatuan","Iloilo",2015,469719.58
"Cabatuan","Iloilo",2016,439446.56
"Cabatuan","Iloilo",2017,91714.56
"Cabatuan","Iloilo",2018,413139.37
"Cabatuan","Isabela",2014,100677.92
"Cabiao","Nueva Ecija",2013,81.92
"Cabiao","Nueva Ecija",2014,3878085.49
"Cabiao","Nueva Ecija",2015,2402733.66
"Cabiao","Nueva Ecija",2016,1836381.89
"Cabiao","Nueva Ecija",2017,6190915.72
"Cabiao","Nueva Ecija",2018,224328664.44
"Cabiao","Nueva Ecija",2019,2640633.79
"Cabucgayan","Biliran",2012,762465.46
"Cabucgayan","Biliran",2014,1027395.92
"Cabucgayan","Biliran",2018,0
"Cabugao","Ilocos Sur",2010,5.4
"Cabugao","Ilocos Sur",2011,224012.25
"Cabusao","Camarines Sur",2010,1785816.2
"Cabusao","Camarines Sur",2011,0
"Cabusao","Camarines Sur",2012,192991.88
"Cabusao","Camarines Sur",2013,299504.85
"Cabusao","Camarines Sur",2018,8.42
"Cabuyao City","Laguna",2010,14.8
"Cabuyao  City","Laguna",2020,11582332.65
"Cabuyao  City","Laguna",2014,9658557.03
"Cabuyao  City","Laguna",2015,7817372.9
"Cabuyao  City","Laguna",2018,1574278843.86
"Cabuyao  City","Laguna",2019,34618462.15
"Cadiz  City","Negros Occidental",2019,20187022.31
"Cadiz  City","Negros Occidental",2015,20429296.62
"Cadiz  City","Negros Occidental",2016,1719141108.14
"Cadiz  City","Negros Occidental",2017,18209188
"Cadiz  City","Negros Occidental",2018,37054304.93
"Cagayan de Oro City","Misamis Oriental",2019,1439.41
"Cagayan de Oro City","Misamis Oriental",2020,500.48
"Cagayan de Oro City","Misamis Oriental",2014,4307992461.93
"Cagayan de Oro City","Misamis Oriental",2015,195845663.64
"Cagayancillo","Palawan",2010,0
"Cagayancillo","Palawan",2011,0
"Cagayancillo","Palawan",2014,1529692.48
"Cagayancillo","Palawan",2015,17711978.75
"Cagayancillo","Palawan",2016,3492190.89
"Cagayancillo","Palawan",2017,3117418.19
"Cagayancillo","Palawan",2018,0
"Cagayancillo",NA,2020,0
"Cagayan de Oro  City","Misamis Oriental",2013,1.46
"Cagayan de Oro  City","Misamis Oriental",2018,293.87
"Cagayan de Oro  City",NA,2016,0
"Cagdianao","Dinagat Islands",2012,5156870.44
"Cagdianao","Dinagat Islands",2013,2950216.79
"Cagdianao","Dinagat Islands",2014,198847.26
"Cagdianao","Dinagat Islands",2019,568000
"Cagwait","Surigao del Sur",2010,0
"Cagwait","Surigao del Sur",2011,0
"Cagwait","Surigao del Sur",2012,227828.48
"Cagwait","Surigao del Sur",2013,315081.5
"Cagwait","Surigao del Sur",2014,0
"Caibiran","Biliran",2012,13668488.85
"Caibiran","Biliran",2013,5820890.87
"Caibiran","Biliran",2016,3400238.28
"Caibiran","Biliran",2017,1553583.3
"Caibiran","Biliran",2019,0
"Cainta","Rizal",2010,7704994.1
"Cainta","Rizal",2011,2467721.18
"Cainta","Rizal",2013,16824946.05
"Cainta","Rizal",2015,5462943.12
"Cainta","Rizal",2016,3375243.65
"Cainta","Rizal",2018,1537081.32
"Cainta","Rizal",2019,1205923.09
"Cainta","Rizal",2020,15499283.43
"Cajidiocan","Romblon",2014,0
"Cajidiocan","Romblon",2015,810889.82
"Calabanga","Camarines Sur",2010,3891919.14
"Calabanga","Camarines Sur",2011,1973366.56
"Calabanga","Camarines Sur",2012,483399.84
"Calabanga","Camarines Sur",2016,3.35
"Calaca","Batangas",2015,287600
"Calamba","Misamis Occidental",2013,222380.39
"Calamba  City","Laguna",2016,42715150.68
"Calanasan","Apayao",2010,6.12
"Calanasan","Apayao",2011,2.98
"Calape","Bohol",2014,40471969.17
"Calasiao","Pangasinan",2013,68900
"Calasiao","Pangasinan",2017,22000
"Calatagan","Batangas",2013,48400
"Calatrava",NA,2019,5688385.46
"Calauag","Quezon",2019,231535
"Calauan","Laguna",2012,868500
"Calauan","Laguna",2019,102000
"Calauan","Laguna",2020,1189547.37
"Calbayog  City","Samar",2019,160505095.89
"Calbayog  City","Samar",2020,58380525.15
"Calbayog  City","Samar",2012,332623741.48
"Calbayog  City","Samar",2013,255179822.5
"Calbayog  City","Samar",2014,39596925.59
"Calbayog  City","Samar",2015,98691383.33
"Calbayog  City","Samar",2018,37773477
"Calbiga","Samar",2010,558981
"Calbiga","Samar",2012,4249626
"Calbiga","Samar",2014,518051.71
"Calbiga","Samar",20131,10810599.28
"Calinog","Iloilo",2011,100
"Calinog","Iloilo",2012,118673
"Calinog","Iloilo",2013,121143
"Calintaan","Occidental Mindoro",2019,3141280.79
"Calintaan","Occidental Mindoro",2013,3748306.33
"Calintaan","Occidental Mindoro",2015,637631.14
"Calintaan","Occidental Mindoro",2016,0
"Calintaan","Occidental Mindoro",2017,2295951.41
"Calintaan","Occidental Mindoro",2014,35965772.51
"Calintaan","Occidental Mindoro",2020,3637903.57
"Caloocan  City","Metro Manila",2020,80.54
"Caloocan  City","Metro Manila",2010,120.62
"Caloocan  City","Metro Manila",2011,108.08
"Caloocan  City","Metro Manila",2012,215.31
"Caloocan  City","Metro Manila",2013,53879329.9
"Caloocan  City","Metro Manila",2014,0
"Caloocan  City","Metro Manila",2015,0
"Caloocan  City","Metro Manila",2016,153.64
"Caloocan  City","Metro Manila",2017,173.28
"Caloocan  City","Metro Manila",2018,88.22
"Calubian","Leyte",2010,1690929.24
"Calubian","Leyte",2012,1688194.45
"Calubian","Leyte",2013,5588827.91
"Caluya","Antique",2016,10.26
"Camalaniugan","Cagayan",2011,453239.75
"Camalaniugan","Cagayan",2014,145383
"Camalig","Albay",2010,4072156.47
"Camalig","Albay",2011,2627567.56
"Camalig","Albay",2012,6225.4
"Camalig","Albay",2018,0
"Camaligan","Camarines Sur",2010,807390.07
"Camaligan","Camarines Sur",2018,4.5
"Camiling","Tarlac",2012,541529338.2
"Camiling","Tarlac",2013,70171
"Camiling","Tarlac",2014,145882.14
"Camiling","Tarlac",2015,770205.88
"Camiling","Tarlac",2016,300457.88
"Camiling","Tarlac",2017,511915.22
"Camiling","Tarlac",2019,508215.27
"Camiling","Tarlac",2020,559074.34
"Can-avid","Eastern Samar",2010,3826168.76
"Can-avid","Eastern Samar",2019,0
"Canaman","Camarines Sur",2011,2736786
"Canaman","Camarines Sur",2012,0
"Canaman","Camarines Sur",2013,907093.24
"Canaman","Camarines Sur",2018,1.07
"Canaman","Camarines Sur",2019,0.91
"Can-avid","Eastern Samar",2013,7064637.03
"Can-avid","Eastern Samar",2015,0
"Can-avid","Eastern Samar",2016,0
"Candelaria","Zambales",2010,41870.89
"Candelaria","Zambales",2011,117816
"Candelaria","Zambales",2016,0
"Candijay","Bohol",2010,48942066.71
"Candijay","Bohol",2011,34799836.06
"Candijay","Bohol",2012,16498991.68
"Candijay","Bohol",2013,15842710.44
"Candijay","Bohol",2015,4.3
"Candon  City","Ilocos Sur",2010,3713770.2
"Candon  City","Ilocos Sur",2011,494118
"Candon  City","Ilocos Sur",2012,624264
"Candoni","Negros Occidental",2014,13233832.36
"Candoni","Negros Occidental",2016,10958455.39
"Candoni","Negros Occidental",2017,28101207.74
"Candoni","Negros Occidental",2018,268673.08
"Candoni","Negros Occidental",2019,3818666.04
"Candoni","Negros Occidental",2020,26034414.2
"Canlaon  City","Negros Oriental",2019,22684377.84
"Canlaon  City","Negros Oriental",2011,5081677.6
"Canlaon  City","Negros Oriental",2012,10913787.3
"Canlaon  City","Negros Oriental",2014,429539678.73
"Canlaon  City","Negros Oriental",2016,546.14
"Canlaon  City","Negros Oriental",2015,587.66
"Canlaon  City","Negros Oriental",2010,3918552.99
"Cantilan","Surigao del Sur",2010,2.1
"Cantilan","Surigao del Sur",2011,9599092.31
"Cantilan","Surigao del Sur",2016,940000
"Cantilan","Surigao del Sur",2017,14615524.07
"Cantilan","Surigao del Sur",2019,4735197.29
"Cantilan","Surigao del Sur",2020,5670800.72
"Caoayan","Ilocos Sur",2010,551507.87
"Caoayan","Ilocos Sur",2015,0
"Caoayan","Ilocos Sur",2017,416841.96
"Capalonga","Camarines Norte",2018,151524.01
"Capas","Tarlac",2011,4947513
"Capas","Tarlac",2012,0
"Capas","Tarlac",2013,3228003.78
"Capas","Tarlac",2014,0
"Capas","Tarlac",2016,16910540.17
"Capas","Tarlac",2017,14981266.75
"Capas","Tarlac",2019,935257.47
"Capoocan","Leyte",2013,5287214.93
"Capoocan","Leyte",2014,26261834.71
"Capoocan","Leyte",2015,8888052.64
"Capoocan","Leyte",2019,670000
"Capul","Northern Samar",2012,864695.11
"Capul","Northern Samar",2013,727602.27
"Capul","Northern Samar",2015,123888.34
"Caraga","Davao Oriental",2010,56541179.53
"Caraga","Davao Oriental",2011,76834374.34
"Caraga","Davao Oriental",2014,65644427.98
"Caraga","Davao Oriental",2015,71453596.05
"Caraga","Davao Oriental",2018,75015087.27
"Caraga","Davao Oriental",2019,99567449.34
"Caraga","Davao Oriental",2020,75206231.77
"Caramoan","Camarines Sur",2010,1280367
"Caramoan","Camarines Sur",2011,1222678.75
"Caramoan","Camarines Sur",2012,811601.73
"Caramoan","Camarines Sur",2013,2148897.17
"Caramoan","Camarines Sur",2018,36.96
"Caramoan","Camarines Sur",2019,2.02
"Caramoran","Catanduanes",2011,0
"Caramoran","Catanduanes",2013,0
"Carcar  City","Cebu",2020,163943
"Carcar  City","Cebu",2010,1308372.5
"Carcar  City","Cebu",2011,6904656.32
"Carcar  City","Cebu",2012,17614027.6
"Carcar  City","Cebu",2016,0
